タイトル,価格,販売数
[Near MINT] LONGINES Grand Classic 140 7413 Gold Dial 32mm Quartz Men's Watch,179.91,1
[Exc+5] LONGINES Flagship 153 3329 Gold Quartz Women's Watch From JAPAN,172.69,1
[Exc+5] LONGINES Flagship 152 7063 Gold Dial Quartz Women's Watch From Japan,160.54,1
Vintage [N MINT] Longines L150.4 150 7048 33mm Gold Roman Qz Men's Watch JAPAN,199.99,1
[Near MINT+++] LONGINES Presence L150.4 7112 Gold Square 30mm Quartz Men's Watch,155.0,1
[EXC+5] Vintage Longines 23mm 153 6771 Gold Dial Quartz women's Watch JAPAN #57,119.99,1
【Working AS-IS】 Vintage Longines L847.4 31mm Square Hand Winding Gold Men'sWatch,129.0,1
New Battery [Exc+5 w/ BOX] LONGINES 978 6385 Gold 33mm Quartz Men's Swiss Watch,179.99,1
Vintage [N MINT] Longines L817.4 4130 Gold Manual Winding Ladies Watch JAPAN,139.99,1
[Near MINT] LONGINES Grand Classic L140.6 7413 White Dial Quartz Men's Watch,239.9,1
[Near MINT]  LONGINES 817 6436 Gold Dial Manual winding 22mm Women From JAPAN,189.99,1
[GUC] LONGINES Grand Classic 7415 MEN'S DATE GOLD VINTAGE WATCH SWISS QUARTZ G12,198.0,1
[Exc+5 w/Case]  LONGINES 962 6556 Gold Dial 18mm Quartz Woman's watch From JAPAN,129.99,1
[NOS] Longines Cristobal C 624.5253.4.012 500th Anniversary Of Discovery Watch,1620.0,1
[Near MINT] Longines Conquest VHP V.H.P 33mm Gold Dial Date Quartz Men's Watch,199.9,1
Read [N MINT] Longines Conquest V.H.P 206 4017 Silver 25mm Qz Ladies Watch JAPAN,170.0,1
LONGINES [LONGINES] SS Combination Flagship White Dial Date Men's Watch *,387.11,1
[Near MINT++] Vintage LONGINES Presence 150 6885 Gold Qz Men's Watch From JAPAN,179.9,1
[Near MINT w/Box] LONGINES L150.2 6885 Gold Dial 30mm Quartz Men's Watch Vintage,219.9,1
［Exc+5］LONGINES 717 4365 Vintage Quartz Watch Swiss Made From Japan,99.98,1
"""NEAR MINT"" Vintage LONGINES 153 6882 Gold Quartz 23mm Women's Watch From Japan",129.9,1
[N-MINT] LONGINES 6217  L960.2  White Silver Round Quartz Men Watch,170.0,1
【 N.MINT】 Vintage LONGINES 153 3417 Gray Dial Qz Women's Watch -Ships from US,250.0,1
[Near MINT] Longines Conquest Moon Phase 4006 L230.2 Quartz Men's Watch JAPAN,449.99,1
Longines Ladies 1976 Hand-Winding Watch 18K Gold Sapphire Glass Vintage,389.03,1
BOXED *Exc+5* LONGINES L847.4 1093 Manual Winding Gold Dial Mens 28mm Watch JPN,219.9,1
Vintage 【N.MINT】 Longines 150 3416 Gold Quartz Men's Watch 33mm -Ships from US,290.0,1
LONGINES Watch quartz Ladies Gold Gold dial Round Y2K 00S Vintage Date Working,120.0,1
New Band *N MINT* Vintage Longines 150 7178 Gold 34mm Men's Quartz Watch JAPAN,169.99,1
USA Ship Tax-in *MINT* LONGINES L817.4 Manual Winding 24mm Gold Dial Women Watch,179.88,1
[Exc+5] Vintage LONGINES L150.4 150 7048 33mm Gold Roman Dial Quartz Men's Watch,135.9,1
[Exc+5] Longines Les Grandes Classiques 140 7409 Roman Quartz Men's Swiss Watch,199.9,1
Vintage [N MINT] Longines L153.4 153 7049 Gold Square Qz 22mm Ladies Watch JAPAN,189.99,1
LONGINES Vintage Mans Watch Quartz 7050.3.150 New Leather Band New Battery,155.0,1
[NEAR MINT] LONGINES Conquest L161.2 Gold Dial Date Quartz Men's Watch JAPAN,249.9,1
▶️ [Near MINT] Longines Gold Dial Grand Classic 23mm Quartz Womens Wrist Watch,299.9,1
*Exc+5* LONGINES La Grande Classique 7409 Quartz Silver Dial Swiss Made 34mm Men,179.99,1
Vintage Longines Grand Classic Gold Dial Men's Quartz Watch Used Japan,180.0,1
[Near MINT] Longines L150.4 150 7229 32mm White Dial Quartz Men's Watch,240.74,1
Vintage [ MINT ] Longines 153 6997 23mm Gold White Dial Qz Ladies Watch JAPAN,199.99,1
Longines Conquest Moonphase Quartz 33mm Titanium Gray Dial 1990s Men's Watch Box,1349.99,1
[MINT w/ Box] Longines 153 6798 Quartz 23mm Gold Dial Ladies Watch JAPAN,156.74,1
Vintage 1982 LONGINES L847.3 Roman Dial Silver 33mm Men's Hand Manual Watch,199.99,1
[Near MINT] LONGINES 153 3415 Silver Dial Quartz Women's Watch From JAPAN,199.9,1
[Near MINT] Longines Ultra Chron Cal. 6651 Silver Dial Automatic Men's Watch,674.0,1
[Near MINT] Longines L963.2 963 6937 17mm Gold Dial Quartz Women's Watch,288.8,1
Longines 152 Swiss ladies watch used working 155cm wrist size,188.99,1
"""N MINT"" Vintage LONGINES 832 6190 Cal.528 Hand Winding 30mm Mens Watch From JPN",249.9,1
[Near MINT ] Vintage Longines 150 720 Gold Dial 32mm Quartz Men's Watch,260.0,1
【NEAR MINT】 Longines L7 648 2 Square Quartz Watch Mens Gold from JAPAN,220.0,1
◆Vintage N MINT◆ 70's LONGINES 4246 993 L993.1 Silver 32mm Men's Automatic Watch,349.99,1
Longines 847.4141 Men's Hand-Wound Watch White Dial Tested Excellent Condition,511.0,1
Vintage [ MINT ] Longines 153 7053 Gold Square 23mm Quartz Ladies Watch JAPAN,199.99,1
[Exc+5 w/Paper] Vintage LONGINES Charlston 176 5231 23mm Quartz Women's Watch,239.99,1
[MINT] Vintage LONGINES L960.2 Les Grandes Classiques Gold Quartz Ladies Watch,299.9,1
"Longines Brown Leather Watch Box with Cushion, Storage Case, Used",78.0,1
Vintage [N-MINT] LONGINES L847.4 4139 Gold Round Manual Men Watch,220.0,1
[Near MINT] Longines Charleston L176 5228 Roman Ivory Dial Qz Men's Watch JAPAN,259.99,1
"""N MINT"" LONGINES 960 6199 Tank Shape 24mm Roman Gold Quartz Men's Unisex Watch",399.9,1
[Exc+5] LONGINES 3207 shell Dial Hand Winding Unisex Watch Small Second 32mm JP,329.0,1
[Exc+5] Longines L150.4 150 7117 32mm White Roman Dial Quartz Men's Watch,179.9,1
[Near MINT] Longines Cal.L978.2 978 3253 30mm Gold Dial Quartz Men's Watch,199.99,1
Read [Exc+5] Longines L847.4 Gold 34mm Hand Winding Vintage Men's Watch,140.0,1
"Vintage ""N MINT"" LONGINES 1663 Automatic Date Gold Men's Watch From Japan #5337",360.0,1
"LONGINES Longines Conquest L3 612 4 Men's Watch,10773",315.0,1
[Near MINT] LONGINES L150.4 7050 White Dial Gold 31mm Quartz Men's Watch JAPAN,199.9,1
[Excellent 5] LONGINES Presence L150.4 7112 Gold Dial Qz Men's Watch From JAPAN,185.0,1
New Batt. Vintage *MINT* Longines 150 6715 Gold Dial 33mm Men's Qz Watch JAPAN,249.99,1
[NEAR MINT] LONGINES Conquest VHP 4017 25mm Silver Quartz Womens Watch Japan,179.99,1
"Vintage ""Near Mint"" Longines 847 4127 L847.4 Round Hand Winding Mens Watch JAPAN",254.99,1
▶️ [Exc+4 w/Box] LONGINES Gold Watch Quartz Unisex 24mm From JAPAN,205.7,1
*NEAR MINT* LONGINES Presence L156.4 Quartz Gold Dial Date Swiss Made 33mm Men's,199.99,1
[Near MINT] Vintage LONGINES L847.4 1172 Gold 33mm Manual Winding Men's Watch,219.9,1
*NEAR MINT w/Paper* LONGINES L.817.4 Hand Winding Silver Dial 21mm Women's Watch,199.99,1
LONGINES Grandes Classiques Men's Watch Quartz New Leather Band New Battery,238.0,1
Vintage【N MINT Case】Longines L847.4 4449 Gold Hand Winding Mens Watch From JAPAN,239.99,1
*NEAR MINT* LONGINES Cal.L140.6 7040 Silver Square Mens 30m Quartz Watch JAPAN,199.9,1
Longines Gold Dial Watch Swiss Made Luxury Dress Watch Elegant Timepiece,177.2,1
Serviced Vintage 1969 LONGINES Ultra Chron Cal.431 Automatic 39mm Men's Watch,559.9,1
Vintage [EXC+5] Longines Conquest Ti V.H.P. 174 4981 Gold Qz Men's Watch JAPAN,259.99,1
【Near MINT w/ Paper】 Longines 153 6997 23mm Gold Dial Quartz Women's Watch JAPAN,189.9,1
LONGINES LADIES WATCH,150.0,1
[Near MINT] Vintage LONGINES 864 1095 33mm Roman Dial Manual Winding Men's Watch,449.99,1
S Size [Near MINT] LONGINES 153 3462 23mm Gold Dial Qz Women's Watch From Japan,165.99,1
[Near MINT] Vintage LONGINES 7319 31mm Roman Whitre Gold Quartz Men's Watch,249.99,1
LONGINES Conquest Cal.291 Date Silver Dial Automatic Men's Watch_918147,538.2,1
LONGINES Watch Box Navy Used Storage Case For Watches,81.25,1
Vintage 1990s Longines La Grande Classique Gold Guilloche Dial Quartz Near MINT,499.0,1
Longines 14mm Gold Buckle Genuine Used Watch Part Replacement,50.0,1
Vintage 1960s【Exc+5】Longines ULTRA CHRON Silver Dial Date Automatic Men's Watch,549.99,1
LONGINES Conquest VHP GMT Quartz Watch 41mm White Dial Box Papers Links,750.0,1
"Longines Vintage Hand-Wind Gold-Filled Watch, Collectible, Working Condition",35.0,1
[Near MINT] LONGINES Flagship 161 3463 Gold Date Quartz Men's Watch From Japan,169.99,1
Vintage [NEAR MINT] Longines 978 3253 Gold Tank 30mm Quartz Men's Watch Swiss,219.99,1
LONGINES Date cal.L633.1 Silver Dial Automatic Men's Watch_916655,423.3,1
Longines Grand Classic Men's Watch Gold 38mm Automatic Vintage Used,287.0,1
Vintage [N-MINT] LONGINES 4480  L950.2  Gold Square Date Quartz Men Watch,192.95,1
Vintage 80's LONGINES 761 6238 Gold Hexagon Men's 33mm Qz Watch L761.2 New Batt,185.11,1
【Near MINT】Longines L150.4 150 7050 Gold Dial Quartz 31mm Men's Watch From JAPAN,160.65,1
[Near MINT] LONGINES 950 4469 Gold Dial 33mm Date Quartz Men's Watch From Japan,191.14,1
US Ship TAXin *N MINT* LONGINES Manual Winding L847.4 Gold Square Men 30mm Watch,169.91,1
Vintage [ Exc+5 ] Longines 7291 Date Quartz Gray Dial Silver Women's 22mm Watch,149.99,1
[Near MINT] LONGINES 0961 18mm Gold Dial Bracelet Qz Women's Watch From Japan,299.99,1
Vintage 1970s Longines Cal.L847.4 Roman Silver Dial Hand-Winding Watch Near Mint,229.9,1
LONGINES Quartz Analogue Watch LA GRANDE CLASSIQUE,600.22,1
Watch LONGINES (LONGINES) SL Dial Ladies Automatic Winding Watch Working,175.0,1
Watch LONGINES (LONGINES) CG dial Men's Watch Operation confirmed『VRW-1390』,259.43,1
New Batt Vintage 70's LONGINES L700.2 Gold Qz Tank Shape 27mm Men's Unisex Watch,135.99,1
"Vintage ""Near Mint+++ w/ Case"" LONGINES 153 6882 Gold Quartz Women's Watch JAPAN",152.99,1
"Vintage ""Mint w/ Box"" Longines 153.3417 Gray Dial Roman Quartz Women Watch JAPAN",249.99,1
[Near MINT] Longines L150.4 150 7111 23mm Gold Dial Quartz Women's Watch,161.49,1
[Near MINT] Longines L150.2 150 6707 30mm White Dial Quartz Men's Watch,186.99,1
[Near MINT w/Box] LONGINES L150.4 7050 White Dial Gold 31mm Quartz Men's Watch,186.91,1
Longines Gold Watch Unisex Pre-Owned Authentic,202.95,1
Longines L16114522 Conquest Black Automatic #KN712,785.96,1
S size [Near MINT] LONGINES 7063 24mm Gold Dial Quartz Women's Watch From Japan,159.99,1
[Near MINT] LONGINES L150.4 31mm Gold Cushion Dial Men's Quartz Watch JAPAN,189.99,1
[Near MINT]Longines 150 L150.4 30mm Gold Quartz Men's Vintage Watch Japan,199.99,1
[Near MINT] LONGINES 761 6246 Gold Dial 30mm Quartz Men's Watch Vintage,204.6,1
Vintage 1990s Longines La Grande Classique Silver Dial Quartz Watch [Near Mint],299.99,1
USA Ship Tax-in *N MINT* LONGINES L817.4 Manual Winding 20mm Silver Women Watch,127.39,1
[Near MINT] Longines 847 6139 Gold Manual Hand Winding Men's Watch From JAPAN,195.49,1
New Batt. *MINT* Longines 153 6997 Gold Dial Round Quartz Women's Watch JAPAN,199.99,1
Longines Flagship 7306 Date Two-Tone White Dial 24mm Quartz Ladies Watch,207.0,1
[Exc+5] Longines Cal.L847.3 29mm Silver Dial Hand Winding Men's Watch From JAPAN,189.9,1
▶[N MINT] Vintage LONGINES ULTRA-CHRON Cal.6651 Blue Dial Men's AT Watch JP U480,649.99,1
"LONGINES Ladies Quartz Watch 153-6974 - Gold, Two-Hand, Elegant and Timeless",225.0,1
Longines Flagship Silver Dial Quartz Unisex Watch Used Working #W181,245.0,1
[ Near MINT ] Longines Presence 150 7229 Gold Dial 34mm Quartz Men's From JAPAN,179.99,1
US Ship Tax-in *N MINT* LONGINES L847.4 Manual Winding Gold Men 38mm Watch JAPAN,239.9,1
Full Set [N MINT- / NEW Batt] Longines L541.2 Gold 39mm Quartz Men's Watch JAPAN,549.99,1
USA Ship Tax-in *Exc+5* LONGINES L150.4 Gold Square Mens Quartz Watch From JAPAN,159.9,1
Longines Vintage Manual Winding Watch 38mm Silver Men Used,385.0,1
[Near MINT] LONGINES L950.2 4469 White Dial Roman Gold Date Quartz Men's Watch,249.99,1
[Near MINT] Vintage LONGINES 161 7446 31mm White Dial Gold Quartz Men's Watch,199.99,1
[Near Mint] Longines 153 6731 Square Gold Dial Quartz Women's Watch From JAPAN,129.0,1
[Near MINT w/ Paper] Longines L156.4 156 6801 Gold Dial Date Quartz Men's Watch,180.0,1
[Near MINT] LONGINES 978 6372 Gold Dial 28mm Roman Dial Quartz Unisex's Watch,189.99,1
［Near Mint］LONGINES L6 202 3 Vintage Quartz Watch Swiss Made From Japan,95.0,1
【 Exc+5 New Band 】 Longines 817 4128 Gold Manual Winding  Woman's Watch JAPAN,85.0,1
[Near MINT] LONGINES Presence L150.4 7112 Gold Square 30mm Quartz Men's Watch,140.0,1
Longines 332 Manual Winding Silver Black Ladies Watch Authentic,224.99,1
Vintage【N MINT】Longines L960.2 960 6216 Square Silver Dial Quartz Women's Watch,175.26,1
[EUC] LONGINES CONQUEST Ti TITANIUM DAY/DATE MEN'S VINTAGE WATCH QUARTZ G113,241.2,1
LONGINES Vintage Quartz Watch Gold Tone Ladies 27mm Square Case 16.5cm,185.0,1
[Near MINT] LONGINES 153 5193 150th Anniversary Limited Gold Qz Women's Watch,199.99,1
New Belt [Exc+5] LONGINES Grand Classique 150.7017 Qz Men's From JAPAN A324,206.25,1
[Vintage] LONGINES Presence 150 7112 Gold Square Quartz Men's Watch From JAPAN,142.49,1
【Exc+5】Vintage LONGINES Charleston 5244 Gold Ivory Dial Quartz Men's Watch,255.0,1
[Exc+5] Vintage Longines Presence 150 7111 White Dial Roman Quartz Women's Watch,129.43,1
*Near Mint* Longines 153 6974 L153.2 Quartz Square Womens Vintage Watch Japan,199.99,1
◆Vintage N MINT◆ 70's LONGINES Cal.L847.4 Hand Manual Gold 33mm Mens Watch JAPAN,195.49,1
"""NEAR MINT+++"" Longines 846 3207 Hand Winding Small Second Men's Watch JAPAN",339.99,1
[Near MINT] LONGINES Flagship 153 3329 Gold Quartz Women's Watch From Japan,195.5,1
*Near Mint* Vintage Longines L152.2 Roman Dial Quartz Date Women's Watch Japan,209.99,1
*Exc+5* LONGINES Grand Classic 150 7048 3 White Dial 38mm Mens Quartz Watch JPN,169.89,1
LONGINES Vintage Ladies Watch 247094052 Gold SS New Leather Band New battery,128.26,1
Longines Hand Wind Vintage Watch Antique Working Stainless Steel Manual Wind,100.32,1
LONGINES L745.2 31mm GOLD PLATED MEN'S VINTAGE WATCH QUARTZ SWISS G123,142.2,1
LONGINES Luxury Ladies Watch 24732670 Gold Stainless Steel New battery,144.0,1
[Near MINT] Longines L963.2 Rectangle Gold Dial 17mm Quartz Women's Watch JAPAN,189.0,1
[Exc+5] Vintage LONGINES CHARLESTON L176 5228 32mm Roman Gold Quartz Men's Watch,239.99,1
Longines Ultra Chron Automatic Square Men's Watch Vintage 32mm with box,450.0,1
New Batt ◆Vintage N MINT◆ LONGINES Conquest Titanium 4009 Quartz Black Men Watch,407.99,1
LONGINES Flagship Men's wristwatch Quartz,196.9,1
[Near MINT] LONGINES 22mm 7291 White Dial Date Round Women's Quartz Watch JAPAN,249.99,1
[Near MINT] Longines Conquest 152 4937 Gray Dial Women's Quartz Watch From JAPAN,205.69,1
【N.MINT】 Womens Longines Conquest Steel Watch Ref L1 131 4 Vintage Quartz Silver,195.0,1
LONGINES 130Years165 Gmt L.2.614.4.13.2 White Used Watch #91023,1933.0,1
[Near MINT] Vintage Longines Square 22mm Gold Dial Women's Quartz Watch JAPAN,199.99,1
Longines Oval Gold Dial Ladies Watch Quartz Black 21579289 Vintage,225.0,1
[Near MINT] LONGINES L977.2 6401 Gold Square Quartz Men's Watch From Japan,149.99,1
Longines Dolce Vita Shell Diamond 38mm Women's Watch,710.0,1
Longines Ultra-Chron Automatic 1971 Men's Watch Used Rare From Japan,1431.94,1
Longines Flagship Heritage Wristwatch Battery Operated Used,198.54,1
Longines Conquest Swiss Made White Dial Quartz Woman Watch Used Working #79,127.5,1
Vintage 1990s Longines La Grande Classique Gold Dial Quartz Mens Watch Near Mint,229.99,1
LONGINES 32mm MEN'S GOLD PLATED VINTAGE WATCH QUARTZ SWISS F950,178.0,1
Longines vintage Hand-Wound Watch with Original Strap Working Condition,261.24,1
*Near Mint* Vintage LONGINES Flagship Cal.410 Manual Winding Women's Watch Japan,300.0,1
LONGINES Conquest Silver Dial Date Men's Watch Vintage 36mm,440.0,1
*Near Mint* Vintage Longines ULTRA CHRON Silver Dial Automatic Men's Watch Japan,760.0,1
【N.MINT】 Womens Longines Flagship L5 133 3 Vintage Quartz Gold white Dial watch,210.0,1
*Exc+5 Box* Vintage Longines L962.2 Gold Rectangle 27mm Men's Quartz Watch JAPAN,185.9,1
[Near MINT] Longines Presence L150.4 31mm Gold Cushion Dial Quartz Men's Watch,189.9,1
[GUC] LONGINES 33mm MEN'S SILVER VINTAGE WATCH QUARTZ SWISS G67,177.84,1
"""NEW Batt&Belt"" 1989 [N MINT] Longines 153.7018 L153.4 Roman Gold Woman's Watch",179.99,1
LONGINES Conquest V.H.P. Titanium Quartz Ladies Watch Black Dial 22mm,201.33,1
